14528873	144
13366912	145
04571088	146
07612632	17193
02593679	147
01723678	20706
02542598	20708
12145802	34209
00406963	20709
04679549	150
15165289	149
10627349	151
02369633	7331
05635624	20711
13934596	37589
11106943	20713
00931555	20714
08186761	20719
09433952	20716
13028611	20718
07404944	37246
03807052	152
01871406	34194
05403849	23913
02220225	6862
01672014	20573
11716422	20720
11794791	23909
00494269	39489
04935904	153
01602353	154
08838887	23731
08759852	155
07328942	156
02648106	35845
15226046	39127
07968354	20724
01277649	20725
05219420	16152
00790703	20726
00637145	30170
00519363	157
03220513	20727
00059019	40224
09662038	159
06825120	160
04863793	162
10196845	163
00156485	20729
07533257	164
03235796	165
10575594	20730
13259630	167
02538086	20731
05061977	168
07208930	20733
02432511	169
01036804	170
02646072	20735
01158572	172
08541609	173
06467445	20737
09544746	20738
14186541	20739
07187996	174
10857001	30763
13840553	175
01809884	17198
12777294	35344
00802962	176
03351768	10220
02692471	20744
04090263	177
03038281	178
00180495	20746
07450549	13730
08518505	37593
12055839	179
04611654	180
01906749	20750
04166281	181
07572957	20751
13744722	37397
09482715	182
06894544	183
02738535	20753
00187526	184
12626353	185
02466496	20754
11774513	20755
00661213	17202
07090108	20756
10033082	34215
06205154	187
03483316	40709
10746581	188
03738241	189
07576577	190
08873269	191
04821451	192
01046006	30769
02084861	20758
09054480	194
07105475	195
13777344	30
09005273	196
12385046	197
10675010	198
01512465	199
06637149	20761
01708778	20582
11926185	201
09339512	20762
05006020	203
12796385	204
12240335	205
00867790	34218
02492362	206
09340203	207
00304422	208
14856893	20765
01033458	27162
01416539	20766
10000294	209
00025034	25872
01854132	210
02192818	211
00919513	10384
15071229	23030
10815648	212
02567422	20771
06546633	35
10947108	20772
06335532	20773
01797347	27342
12810318	20775
00992331	10383
07962628	20778
12849717	20779
01932800	20780
00975781	13737
13518432	213
01916634	37597
09455640	20781
09114020	20782
08969798	20783
08745011	214
00942988	20784
07569106	215
10648237	216
00106456	217
01015244	218
00267041	36
02434976	26132
01417807	220
04501018	221
00736216	20787
06544432	223
14066492	224
06898352	20788
04756887	225
01333301	20789
02469711	226
06609672	20790
10062996	228
00527872	230
00011757	20791
08784905	232
02856463	234
13248928	235
00370412	237
13555446	238
01409177	239
09627017	20794
03778600	20795
00861929	240
03759954	6880
12516828	20796
09263087	20797
02954340	242
01484083	243
07888909	244
02113335	246
01492725	20798
02541687	247
08701296	23922
02398521	248
08986691	17208
01779629	22229
00801522	249
15187451	252
13791389	251
02543412	254
00763713	20799
13016749	255
04634540	20800
02336483	20801
00235208	256
01879928	257
07299569	20804
01880888	38090
13555101	258
00431117	20805
06503224	259
01683724	260
00306102	261
01949195	263
09901143	27349
06466030	264
05333259	20808
14067076	20809
11707827	265
14755804	20592
00768778	20811
01413744	27711
00085046	27350
04535826	266
05509452	267
00901476	23925
03922412	268
04703698	269
02392878	20594
06182144	270
01225997	271
13956488	20812
06936620	272
03634189	273
08647945	37603
07244154	20813
13396054	274
02113622	275
04050600	277
09468604	27353
01741221	20815
00412292	20816
02231328	20817
09235244	30782
14359459	20818
00159368	278
10533983	27356
09778537	30783
05487423	20819
14545045	279
05532944	280
04932561	281
02968325	284
03811444	283
08372574	285
00562280	286
08369406	287
11967572	20823
01535842	288
01438720	289
04085873	21969
14959644	20824
01368973	20825
08454818	293
00801277	20826
12413419	20827
13732078	37607
14325732	295
06889591	30786
14804175	20830
00569318	296
01308008	297
02202678	298
00520881	34236
02426395	20833
11794519	20834
12484413	20836
15088440	299
02134589	20837
05766984	37608
01275516	20838
13807636	300
09649554	38834
10384610	20840
02059723	20841
00530442	22015
14152617	301
01504625	37920
05222940	30790
05090441	302
03341707	303
08289089	20843
14029405	304
03673450	20844
00357451	20845
01747203	20847
05607126	30792
06802571	305
01432517	20848
00299341	306
04103491	20850
01724055	307
11880218	20851
12610328	308
10548537	3503
03365374	309
00241245	310
01537134	311
03666591	312
01415256	314
08805565	13747
01410363	20855
05943066	315
05128096	316
01014731	35356
02023992	317
01300937	40828
02405101	42
00865808	319
12857024	23930
12003407	32905
03973170	20857
08143486	320
00412048	20858
12349091	20859
08785343	35185
09772029	321
01487718	20860
12498928	34240
12147226	322
12107002	6784
01633173	323
03079136	20862
09812338	324
10252921	325
00289297	326
11736694	327
14408646	328
01252124	37781
07775375	45
11008647	32508
01634734	20864
05447599	17223
01981436	13752
08774073	329
04217882	330
01520058	331
02422685	332
00891216	333
01781757	334
02069248	335
06744154	20868
04051825	6893
13027670	336
06700447	337
10057714	338
08717915	34243
05638987	339
01194238	31940
00825089	20869
06250597	20870
14088412	341
05371663	344
02447021	343
11882074	20873
01027859	34245
00715769	345
07177437	34840
01306736	346
02509552	20875
01671874	34246
05121908	348
05537576	20876
07327608	350
12142085	20877
05138208	20878
14404160	354
05695806	353
00770141	20879
03433079	36335
08677628	355
08495617	356
02366105	34248
13064852	358
13146035	30046
02703539	359
04092609	360
08385009	20881
04996823	361
09880427	51
00520257	20884
12958140	363
05543177	23936
06319293	37893
08919475	364
06731510	365
11641788	366
11441561	34882
04446521	369
02721160	20888
09879744	370
06875094	34758
00343600	371
07350401	372
02963821	27561
12212810	20889
00223854	373
01965331	20891
01049737	23098
01491235	37622
05485314	374
08798195	376
02217695	23937
06416946	377
02112029	20323
00255389	378
12187030	379
01241594	380
11916268	20897
12631331	381
00941974	20607
12630478	20898
04982207	20899
11974126	37623
01117541	25374
05342499	20900
02618877	13758
02286687	382
06226057	20902
04005340	20903
10419630	383
00390842	20904
06104073	30808
05282000	385
03042984	20905
01866192	29522
01637368	386
14557415	37625
10682599	20906
04151581	20907
05569053	20908
01125429	20909
14398523	20910
04862592	20916
00156276	20913
03905730	27378
03969627	20915
02439286	387
01356888	30755
05154908	388
00971015	20918
13553916	20919
11873845	3519
14953564	17231
01807314	20920
00450866	389
00596290	3514
09920283	390
11172609	391
06716796	20921
12892226	392
03570838	393
10408552	20922
01868258	34258
01813499	394
11889205	3517
00842772	20923
03183080	395
01742415	396
12845413	398
15273626	399
11879722	400
09433134	34119
13718451	402
08141374	20926
01892876	404
07620145	405
08749447	406
00096648	20612
00898518	407
04425977	3522
10127689	408
04670746	410
02578235	20931
05638606	411
13486671	20932
11754188	20613
11124472	412
08672199	413
13548105	40405
02253766	414
05233741	37629
00943281	415
02647660	20935
01750027	28572
12615710	416
01191645	32774
12045695	417
06612266	418
12576029	23578
11553240	20937
09026780	419
12741586	40428
08197895	420
13853546	34263
11456760	421
00072989	20938
12163649	20939
13031690	20941
07274890	422
00995134	424
02509287	426
02985137	427
10316013	20942
05926358	20943
05705184	20945
02871963	428
13479034	20946
15265518	20947
06818747	24492
00343249	20948
01963130	20949
05104548	24648
09540430	429
13062630	20950
08818835	20951
10954966	430
02207890	431
14056280	33048
09143321	20952
14467685	432
05512139	20953
09294716	20954
02355711	433
13556377	20955
07208338	25644
00274724	434
07338114	435
01389776	436
01014066	20957
06719404	437
05228020	438
02142413	37631
02679012	439
02077656	20959
07753980	20960
00798539	33738
02019716	20961
02164464	20962
02657805	440
02763520	20964
03947111	23947
02631349	13460
07384898	20966
09050244	20967
06941644	441
01710317	20968
13919685	443
10285313	20969
14907122	21927
00431826	444
01657977	445
14850826	447
03681477	448
06926458	20970
01631175	449
01797180	20972
02916936	450
03275681	20974
02579557	12889
01848718	451
14897369	452
01483247	34298
00078760	453
01697986	20976
13433061	34160
00280853	455
02944579	456
01805801	458
13524191	20977
12055317	459
12320627	20978
13291189	460
10763245	461
03408721	20979
03845190	10417
01661243	20980
02515410	463
11655592	20982
00588780	20983
02039377	20984
02877704	464
05913275	466
04974968	467
05044528	33596
08854855	468
01966352	37635
12383073	469
02354950	470
09141526	20986
07047505	471
10912243	472
01589497	23950
12443144	25347
10122645	20987
00604523	13765
08916316	20624
01650690	473
10514121	474
03053272	20989
08463063	20991
08047032	30822
09019726	20993
11740208	475
00013887	477
10463028	35103
02403325	478
05503401	20995
02422663	479
11906359	481
03485655	20998
03338821	482
03262519	21001
03077741	21002
04702688	483
03935450	486
02207942	485
04998966	13769
02790012	488
08121117	27394
01658586	32495
10298647	489
06330528	21006
12523141	21007
02068206	34545
01380122	21008
09286630	21009
00446885	21010
00393227	490
07159791	491
01069638	35152
08818247	17880
07648549	493
10462429	35725
01266491	494
01416585	21012
01743787	18585
14676042	495
05931152	496
08643015	21015
02052639	21016
05456456	30180
12566112	497
05329215	23957
12280487	21018
09862845	21019
02397460	498
13658657	499
06598746	500
12861892	21023
07395446	31112
02581477	21024
03036469	21025
02165877	501
02340813	502
08213424	503
10117267	30829
10409634	21027
10256080	21028
02308214	504
07772788	505
05279407	21030
11522206	507
03010473	37640
03826762	39929
03880323	29776
00974031	508
00389856	509
01406092	27400
01734418	511
02363358	31354
07172979	512
01072949	21035
07503260	514
03102371	515
06466479	516
03371532	517
07978924	34273
13986372	518
00190783	21038
09901642	21039
12913645	21040
01211019	21041
09708405	519
00528608	520
12593826	21044
01688589	521
04370288	35700
11834890	522
13284562	74
13534608	21045
00463234	523
01101753	524
02431320	525
02290340	526
15030853	527
13628419	528
09769076	529
05755883	530
10597505	21049
05026843	21050
01989097	21052
08034028	532
08960548	533
01759182	21055
13627681	536
02253456	537
02486787	24773
09351547	539
10613387	540
12406304	541
11827775	542
03509025	543
05197797	544
08390511	3549
02530167	21061
08920924	545
01206849	20634
00492677	547
10296832	548
12972414	549
06563950	30834
00324071	21063
05181199	550
00844941	38308
01260159	21065
02363681	21066
01357831	552
07355194	553
01264148	554
14877234	558
05785885	557
03488438	13781
01354149	559
05071027	560
02707125	21069
02601200	21070
02387910	21071
04487724	562
10710632	21073
13751829	21074
09439213	563
13195151	39592
02169023	564
00240184	30835
14840092	21076
10080337	565
07649582	568
13154190	567
00653620	80
02685299	21079
08097766	569
00626428	570
00994449	572
03536122	573
03390983	21082
01592669	6919
09997622	37923
01694311	23547
02293915	21083
02926288	21084
07292694	27405
01526290	574
09882716	575
01942347	21087
02001858	21088
02431337	37646
03961939	576
09995398	20638
02566834	577
13549672	28178
07008680	578
05702275	26714
06833776	579
01793988	37647
02035656	580
13024763	581
00679389	21092
10375690	582
10184081	586
05010062	584
05648247	21094
02382948	21095
04694090	21096
05770664	587
08492546	27516
00828990	34284
00605349	6925
07296428	588
01755740	589
02600255	21098
11607392	590
07892813	591
10324851	21100
07478874	593
11963305	24751
01722447	21101
00292672	594
11722769	21103
09605289	20641
10546850	21104
00590806	34285
00115036	24295
10235549	595
12864160	596
04460947	597
09230768	598
15120346	17259
14897751	599
03760310	23867
00732091	31916
02789770	600
00419685	602
02761685	21109
13616054	17262
02632940	20644
00315390	603
10734568	604
07475364	21110
08702402	605
02597004	608
06482401	21111
01567133	27412
02184797	21112
12163824	23972
06398401	610
01069391	30841
07578093	31564
02508213	612
00348571	21114
13896369	21115
00339934	613
05083200	21116
15177866	33487
02449847	614
03770679	615
08971914	21118
02004661	616
01645421	617
00258854	37097
07212612	619
09094217	620
01207951	621
12462951	624
00624263	623
00835032	625
12600574	29886
06060845	626
00003356	627
02627835	21122
04964287	628
09171376	629
00359903	21125
05200816	630
09384921	631
02520509	21126
02690708	632
02170269	37655
14864961	633
06515662	23975
09854510	33647
03556811	634
01539063	635
09773245	21130
00101629	636
13280658	21131
04596630	637
13027049	638
00713250	639
01559964	640
01849747	641
12872698	21133
00379280	643
07829412	36574
03443543	21134
02044778	30844
11886380	644
01561819	645
01543426	6936
10616379	646
06512580	647
02034828	21136
09192973	21137
00404726	648
06153186	21138
14372286	89
09798811	649
08873412	650
01587713	21140
01594362	21141
03829340	652
00800657	22261
01772960	653
09322701	654
06727758	655
12817464	656
08069878	657
09141119	21144
02495038	658
06543389	33649
02056300	21145
02702674	659
07555863	19300
08807554	21146
01707495	21147
10330189	660
01028082	21148
11565385	21149
08285594	661
04423288	21151
14405931	662
07070429	21152
10682380	30847
08731057	663
04476633	40597
13025197	17274
12998815	664
03636248	21154
15266911	21155
04338359	21156
07674749	666
03633091	667
08286163	10447
04564698	669
03600977	670
12567316	21161
04384406	21162
02626265	671
10307234	21163
01569566	672
00294884	27297
09057311	21166
12943049	673
04986883	674
12154773	675
05703956	676
13475538	21168
02536557	21169
14178913	677
01978003	21171
09720406	21172
01720491	27152
12667582	30851
00337486	34296
13566436	21173
00770834	678
06526004	10453
12266217	21174
00543410	679
02349730	27420
00750730	681
09326467	682
02520997	21176
15010703	683
05790242	684
09678009	685
13044778	21177
06417279	21178
12747961	686
11956671	687
10328560	694
08053576	689
13904843	690
07794159	692
13794417	21180
01174973	21181
12560775	37664
01583656	21182
00760402	696
08497294	697
06268784	698
01819911	21184
06885389	700
12884100	701
11810918	21185
03582305	703
07243193	39050
12631224	704
00882159	705
07644382	3563
00886039	706
12379781	21187
00166172	32402
11766432	21188
03442288	707
00312380	21189
00840980	708
01072262	31163
07205946	709
10937126	711
02641463	6281
01445305	712
00366858	21192
09998101	713
08194266	21193
11868814	21194
03542860	21195
00405236	21196
02223136	10460
03370020	714
14160179	21197
14461679	23337
01307299	715
05252016	716
11099729	717
09893191	10462
02245993	719
09125528	21200
01508719	720
13954253	21202
00808162	21203
12230347	723
03282060	724
01771535	23987
00592702	725
11088059	27425
14407283	30408
01158872	726
08348400	727
02298160	21205
00418408	730
05220126	21207
01456771	21208
01245986	731
14099933	23750
02040054	21211
00582318	21212
00994454	28345
12175797	732
10321474	734
12051285	21213
05499379	735
02918132	737
01526925	33995
12697883	739
00608808	21216
05048301	21217
01346978	21218
01484850	740
00325785	741
02407338	35147
10712690	742
08850741	743
12185254	20659
12509297	34303
12979129	21219
00100235	21054
10675481	21220
06584891	744
06877078	21222
00002325	745
12254478	21223
01083077	21224
01238058	28175
12896000	749
01662622	748
07733005	750
08486971	30859
13839662	21226
13383439	37496
07254594	21227
09921409	10466
08427163	22997
12116881	21228
04559023	751
14336004	21229
01682714	752
01028655	753
01540969	21230
07371168	754
01702623	21231
11329281	32866
02654947	6951
00192836	40889
00263492	755
01569713	3571
02330582	756
01422594	21233
00873603	21234
11127996	37699
02689730	21235
12173069	757
07635155	31946
05289601	21236
05176477	759
14704640	21237
01177699	21238
12125890	21239
00102791	21240
14446878	6955
12280886	23994
10519984	21241
12136720	760
14943580	762
01217306	21242
06522501	763
02667228	764
00636888	21244
04204755	21245
10495555	29093
04789274	26163
00298556	765
01596142	23995
08114861	37669
08615149	766
01643507	101
08624656	25498
01004062	16681
12569233	768
06656741	30669
00061014	769
00677021	31043
04257986	27696
06707178	21247
02233096	21248
08945529	27434
13422061	771
02650282	21251
12444261	21252
02718811	772
07163988	773
13720096	21255
03119510	21256
08724726	21257
00712031	38361
02014165	21258
11718521	39597
15051129	774
08374049	775
01209678	776
02297142	21259
13616926	21260
10576071	777
14065903	778
06162653	779
08305766	10475
01213702	780
02039942	781
00274283	21262
02333358	31484
09398533	782
02620318	24000
12830080	27438
03269401	39806
00376994	30868
07824702	21263
00159642	784
02437148	37672
10544232	785
05254795	24001
10551576	787
04874409	21265
00356621	34306
08968677	21266
01208597	788
03457793	790
12599185	794
08365855	13816
06544142	21268
14746048	27477
01071632	21269
14515041	21270
00615774	30870
06335162	795
05341920	21271
00069060	28986
15147330	10480
08347704	796
07640991	799
10281546	21272
07619881	21273
03809939	800
12131550	21274
01306853	21275
02700064	6962
02575455	801
01379954	21276
12317919	21277
00177186	802
10237935	804
07822687	805
14794993	27440
13221529	21278
05952490	21279
08779830	806
01644900	807
13628246	808
04449290	809
03057075	21280
01640207	810
13929588	812
10930913	21281
11490638	20666
00188000	21282
02137538	813
11253802	40539
11682842	814
02683840	17302
04637923	815
02346315	816
05785311	21283
12595801	30876
12695760	818
10597091	35061
11897466	819
07182485	821
02082791	21285
02918271	822
01699040	823
00229280	33823
12779851	21287
01298668	25209
12549420	33701
01679494	21288
05908520	825
01872745	826
01832167	29627
02159271	21289
05776212	827
10402285	828
11971600	27929
02205383	26976
13053450	21290
00625119	21292
02542795	829
07380934	830
00950431	831
00858437	21294
06825736	832
09448361	29536
02400139	21295
14047547	37013
01406904	833
15292069	37679
05101815	21297
02783994	21298
03913437	835
13039553	21300
10464178	836
02398314	837
07195404	35261
10580772	838
14719725	1398
00266806	21301
10495421	7742
12325787	840
13624509	841
14498404	21305
13421095	21306
09055906	843
01807701	844
13509528	845
01259691	847
00502757	21308
10561320	115
08792548	21309
05087297	37840
01330497	21310
09255207	848
05436080	849
10626994	850
10514962	851
01167710	116
07722485	852
10614812	21312
02439732	21313
00143589	21314
04992834	853
00958823	854
02071627	34312
04585456	21316
06947032	855
00699485	6969
12082764	856
03327841	30886
14642417	33478
04780755	857
06211078	21317
01973375	7507
14420954	858
07754894	859
03886432	21320
10659393	860
09392162	21321
02984699	17307
09110784	33923
03058754	30888
00835903	24019
02680358	21323
09693244	21324
03533654	21325
10001217	21326
02340897	3587
09697070	861
01449252	21327
00140264	21328
10658501	21329
13180304	862
13357178	21331
01258852	21332
08793489	21333
01566476	863
08492747	21334
10989610	864
01336587	21337
00297507	865
09403581	866
06185748	36249
05432948	867
02893338	21338
00998037	21339
00189669	20673
00251013	868
12298165	869
02496210	21342
10275395	870
01603316	21344
02678677	39487
13082077	871
02052090	21345
07528807	3591
01931277	872
01087197	27449
00104299	5209
04951186	30497
13142695	873
02453890	874
00083809	30773
12141037	875
04826999	30890
01802070	876
06621447	877
00335384	21346
09382099	878
02511551	34317
01035530	879
04566257	21348
07092592	28141
00264034	21349
00020926	21350
14063633	31048
01254051	880
10510078	21352
02971940	881
05338166	21353
08630039	883
10518602	29108
02456962	885
00269018	31999
01467675	21354
03001627	21355
00399368	21356
07253637	887
03536348	21357
04941942	21359
03561169	888
08035233	21361
08893223	889
11270380	21362
10267166	24033
11105054	27452
01140658	10497
07310991	3596
00168910	890
10435251	891
02285052	22946
01096860	892
12848343	6979
08903872	893
02686625	894
04750764	13827
12641413	21364
03921499	895
00747135	896
10995850	897
00483801	898
01754876	899
00212049	21368
10434725	39639
12330336	27455
02458747	901
00235918	21370
05137557	27456
02794779	902
02062209	903
06631140	23952
07522729	34323
00087454	904
09381242	905
02396427	34815
09665545	906
13970764	21372
02696165	21374
01708106	21376
02598143	35249
07523286	907
00291757	908
09719430	21378
09030096	909
05940869	25813
11980577	911
01008378	912
06988307	24034
05149695	913
02318464	914
10366484	915
04989657	24035
05563266	916
03080309	37118
05500312	21383
14533203	918
03111690	919
00784342	21386
09160775	21387
02092309	921
06878934	21388
01487506	27459
09090825	922
00589318	30898
01729133	21389
02199170	21390
03099454	21391
12609638	21392
02496913	21393
08381436	923
14294678	924
07430480	21394
05432736	925
08558155	21395
07412668	30899
01017320	926
01951276	927
02145814	21397
02395395	928
02742753	10504
00851587	929
00058401	930
00893741	932
08602650	30901
09150863	933
05555917	934
13263779	935
00332672	936
09959258	21399
01077568	21400
07682624	35619
11455092	25890
06509210	130
01574571	937
05928118	21401
08923586	21403
08851034	938
07010541	939
15237044	39316
14775995	21405
08511241	940
12556656	21406
02147962	21408
06726761	941
01774136	23927
02067100	21409
02361600	21410
01071474	40032
00549552	942
00583759	21411
10252547	35327
09546772	37692
07044917	943
07436661	21412
00894738	21413
13973059	944
00357023	945
02760658	21414
04306847	946
10690849	38367
11855274	23093
01678519	133
02561332	947
09476331	949
00278040	24966
01935846	950
01629000	952
12373100	27464
02710402	953
05893653	954
09918248	21416
00336168	21417
13404655	955
01843805	956
02589576	21418
12740514	957
02497586	958
00009631	959
03352961	960
02625132	21419
00044037	6992
02151816	961
06732013	20689
10676877	31124
14123259	21420
01047381	962
15124713	21423
03692379	21424
13931436	21425
12521394	963
01054694	964
10563826	37710
00399553	21427
03266749	965
09984298	966
01921887	30910
01259458	967
11874081	968
10706812	969
12573911	970
13304340	21430
00532886	21431
00466651	21432
03138856	21433
13482330	971
10074841	22041
08651247	10515
10736926	29451
08853741	972
10629020	973
00385501	974
04784664	975
09147618	35331
09892831	35713
02519148	21434
13518656	27468
14887026	977
07492655	3607
02490004	978
02662076	21435
00148472	21436
01235355	979
06964247	980
15059404	982
02646117	21438
02354781	983
14515344	21439
03588668	25605
01211667	27763
02997607	40501
03536761	984
08762243	21440
01803641	985
05447757	986
01342124	987
01108402	34333
00530018	988
05707269	37700
03690005	989
05830527	21442
03065708	3609
07290278	990
02122725	139
01893988	31952
12789767	17325
12854048	991
05639556	30199
08950407	27470
04689198	992
00342640	30353
07409592	21445
07233634	993
07816296	994
01681940	21447
11777365	995
09616573	38270
07542433	37509
04259468	21449
02393580	21450
10019406	19269
03743902	21451
02487226	996
05882793	997
13079203	998
10207831	21452
09913110	34211
04200637	35207
05934673	999
06857122	1000
04688842	1001
08412749	21454
10661563	21456
01674216	1003
01384439	1004
14465048	1005
05249232	34335
07109730	33423
07275489	38396
02099997	30921
10688975	21459
02052044	1006
00248977	1007
08523483	21460
03159640	21464
04781755	21462
09911051	27471
04161981	35426
00362103	21465
12169776	1009
00066977	1010
07350567	21467
12907287	1011
05534333	21469
14285662	1012
12147031	30924
05252970	39859
05128219	21470
10138767	1013
10032676	33929
00136329	21471
07009421	1014
00966869	1015
06253140	3611
05126611	21472
00258695	21473
12181851	1017
09064861	3614
02729632	1018
00793037	21474
02680814	1020
12783996	1023
07841037	1022
05897825	40407
00549284	1024
11994718	21480
01953197	21481
08426816	21482
05028700	1026
04238128	1027
08701719	13844
01737417	21484
01044114	21485
10077593	1028
01126335	21486
12181147	21487
13415547	21488
12351975	21489
01137987	1029
00652622	1030
05764365	1032
04968895	1033
08655464	1035
02757462	1036
03028465	1037
02121808	21491
04344246	20702
08841956	21494
01796800	1039
12104943	21495
03350204	39130
01790943	1040
12939874	1041
08124971	1042
09755398	7011
03409920	21496
07455151	34341
00927017	37711
12900783	21497
01453188	10523
00667384	1043
14439447	24051
07866571	27476
00237259	21501
06097775	1044
10248876	21503
02027030	1045
00269258	21504
05008943	1046
14601829	32469
07801892	1047
11116642	1048
10782791	34191
10506544	1050
01913849	1051
10172793	21507
10361525	21508
00083975	1052
01352996	21510
14013005	1053
05513020	27478
01397497	20704
04702127	34343
10667187	20705
14132102	21512
02175263	26431
01204557	1054
10289039	20707
06602148	21513
14311348	1056
09784306	39664
01362480	1058
01622352	21514
00080456	1059
04845312	1060
05849789	21515
05282433	21516
09103648	1061
00421917	21518
12344283	1062
00198793	1063
09930876	1066
02037472	1067
04554211	1068
02661892	148
09981834	34345
03606719	1073
02653965	21521
11630351	1074
08149160	20710
07927931	21524
09904837	1075
00763630	39738
02682424	40199
12927921	1076
04783724	1077
01557028	1078
12634429	1079
04182890	21527
08590172	1080
01635432	1081
02369012	22072
05326624	1082
00004819	37395
11836722	32105
01093380	21529
06503884	21530
00792471	24387
05543541	34346
02371344	21532
10754578	1084
02539359	1085
12233759	1086
04297476	1087
03495258	1088
01313923	1089
06072476	21537
01766407	20717
04706290	1091
11878101	1092
00700979	15263
02984061	21538
02199712	34347
12697514	1094
09113762	21539
11079544	21540
15120823	21541
01571126	21542
00998604	1095
00884946	22046
02466111	27485
13461951	1096
05807540	1097
02568087	1098
10005721	1099
09077821	1102
07654667	1101
05363676	24059
00672433	1103
01288201	21547
02151700	1104
02615494	21548
11879054	1106
01925338	1107
13064678	1108
00177783	21552
01233027	1111
03035089	1112
07433145	21556
08110373	34787
04952242	34351
12390681	1113
10108089	1114
07714078	21557
14653596	1115
02581675	24060
11779801	1116
10191613	37722
02397529	1117
07267160	25986
11357879	1118
00192659	17343
00666350	30937
03722288	21563
06722186	1119
05716342	21564
01368863	1120
00379774	21565
04881829	21567
03355468	1121
07035870	21568
02239997	21569
01169589	1122
10460286	1123
09189411	34352
05403149	38658
02565728	21571
04033995	1124
14849880	21572
02568326	39002
12231031	20603
04093625	1125
00921790	21573
00647770	30884
00604131	21574
04677514	21577
11296139	27021
